"Imbalance settlement period (CET/CEST)","+ Imbalance Price [EUR/MWh] - SCA|FR","+ Scarcity [EUR/MWh] - SCA|FR","+ Incentive [EUR/MWh] - SCA|FR","+ Financial Neutrality [EUR/MWh] - SCA|FR","- Imbalance Price [EUR/MWh] - SCA|FR","- Scarcity [EUR/MWh] - SCA|FR","- Incentive [EUR/MWh] - SCA|FR","- Financial Neutrality [EUR/MWh] - SCA|FR","Currency","Status","Total Imbalance [MWh] - SCA|FR","Difference","Situation","Status"
"05.01.2022 05:00 - 05.01.2022 05:30","90.05","","","","99.53","","","","EUR","Estimated","144","","Surplus","Final"
"05.01.2022 05:30 - 05.01.2022 06:00","90.05","","","","99.53","","","","EUR","Estimated","6","","Surplus","Final"
"05.01.2022 06:00 - 05.01.2022 06:30","137.28","","","","151.73","","","","EUR","Estimated","631","","Surplus","Final"
"05.01.2022 06:30 - 05.01.2022 07:00","179.51","","","","198.41","","","","EUR","Estimated","247","","Deficit","Final"
"05.01.2022 07:00 - 05.01.2022 07:30","133.21","","","","147.23","","","","EUR","Estimated","633","","Surplus","Final"
"05.01.2022 07:30 - 05.01.2022 08:00","160.94","","","","177.88","","","","EUR","Estimated","195","","Surplus","Final"
"05.01.2022 08:00 - 05.01.2022 08:30","200.57","","","","221.69","","","","EUR","Estimated","17","","Surplus","Final"
"05.01.2022 08:30 - 05.01.2022 09:00","211.32","","","","233.56","","","","EUR","Estimated","530","","Deficit","Final"
"05.01.2022 09:00 - 05.01.2022 09:30","215.19","","","","237.85","","","","EUR","Estimated","292","","Deficit","Final"
"05.01.2022 09:30 - 05.01.2022 10:00","215.19","","","","237.85","","","","EUR","Estimated","237","","Deficit","Final"
"05.01.2022 10:00 - 05.01.2022 10:30","279.30","","","","308.70","","","","EUR","Estimated","751","","Deficit","Final"
"05.01.2022 10:30 - 05.01.2022 11:00","285.49","","","","315.55","","","","EUR","Estimated","668","","Deficit","Final"
"05.01.2022 11:00 - 05.01.2022 11:30","247.81","","","","273.89","","","","EUR","Estimated","983","","Deficit","Final"
"05.01.2022 11:30 - 05.01.2022 12:00","253.81","","","","280.53","","","","EUR","Estimated","823","","Deficit","Final"
"05.01.2022 12:00 - 05.01.2022 12:30","255.69","","","","282.61","","","","EUR","Estimated","494","","Deficit","Final"
"05.01.2022 12:30 - 05.01.2022 13:00","269.14","","","","297.47","","","","EUR","Estimated","449","","Deficit","Final"
"05.01.2022 13:00 - 05.01.2022 13:30","242.24","","","","267.74","","","","EUR","Estimated","234","","Deficit","Final"
"05.01.2022 13:30 - 05.01.2022 14:00","187.47","","","","207.21","","","","EUR","Estimated","142","","Surplus","Final"
"05.01.2022 14:00 - 05.01.2022 14:30","185.82","","","","205.38","","","","EUR","Estimated","179","","Deficit","Final"
"05.01.2022 14:30 - 05.01.2022 15:00","225.20","","","","248.90","","","","EUR","Estimated","60","","Surplus","Final"
"05.01.2022 15:00 - 05.01.2022 15:30","116.28","","","","128.52","","","","EUR","Estimated","15","","Surplus","Final"
"05.01.2022 15:30 - 05.01.2022 16:00","116.28","","","","128.52","","","","EUR","Estimated","35","","Surplus","Final"
"05.01.2022 16:00 - 05.01.2022 16:30","195.77","","","","216.37","","","","EUR","Estimated","42","","Deficit","Final"
"05.01.2022 16:30 - 05.01.2022 17:00","195.77","","","","216.37","","","","EUR","Estimated","87","","Deficit","Final"
"05.01.2022 17:00 - 05.01.2022 17:30","173.00","","","","191.21","","","","EUR","Estimated","132","","Surplus","Final"
"05.01.2022 17:30 - 05.01.2022 18:00","237.70","","","","262.72","","","","EUR","Estimated","746","","Deficit","Final"
"05.01.2022 18:00 - 05.01.2022 18:30","258.94","","","","286.20","","","","EUR","Estimated","239","","Deficit","Final"
"05.01.2022 18:30 - 05.01.2022 19:00","282.19","","","","311.89","","","","EUR","Estimated","506","","Deficit","Final"
"05.01.2022 19:00 - 05.01.2022 19:30","289.41","","","","319.87","","","","EUR","Estimated","624","","Deficit","Final"
"05.01.2022 19:30 - 05.01.2022 20:00","289.00","","","","319.42","","","","EUR","Estimated","12","","Deficit","Final"
"05.01.2022 20:00 - 05.01.2022 20:30","245.18","","","","270.98","","","","EUR","Estimated","715","","Deficit","Final"
"05.01.2022 20:30 - 05.01.2022 21:00","248.42","","","","274.56","","","","EUR","Estimated","187","","Deficit","Final"
"05.01.2022 21:00 - 05.01.2022 21:30","238.99","","","","264.15","","","","EUR","Estimated","627","","Deficit","Final"
"05.01.2022 21:30 - 05.01.2022 22:00","208.00","","","","229.90","","","","EUR","Estimated","43","","Surplus","Final"
"05.01.2022 22:00 - 05.01.2022 22:30","197.09","","","","217.83","","","","EUR","Estimated","173","","Surplus","Final"
"05.01.2022 22:30 - 05.01.2022 23:00","276.75","","","","305.89","","","","EUR","Estimated","459","","Deficit","Final"
"05.01.2022 23:00 - 05.01.2022 23:30","190.00","","","","210.00","","","","EUR","Estimated","144","","Surplus","Final"
"05.01.2022 23:30 - 06.01.2022 00:00","245.76","","","","271.62","","","","EUR","Estimated","65","","Deficit","Final"
"06.01.2022 00:00 - 06.01.2022 00:30","200.85","","","","221.99","","","","EUR","Estimated","454","","Deficit","Final"
"06.01.2022 00:30 - 06.01.2022 01:00","127.45","","","","140.87","","","","EUR","Estimated","112","","Surplus","Final"
"06.01.2022 01:00 - 06.01.2022 01:30","189.81","","","","209.79","","","","EUR","Estimated","59","","Deficit","Final"
"06.01.2022 01:30 - 06.01.2022 02:00","159.46","","","","176.24","","","","EUR","Estimated","54","","Surplus","Final"
"06.01.2022 02:00 - 06.01.2022 02:30","180.56","","","","199.56","","","","EUR","Estimated","151","","Deficit","Final"
"06.01.2022 02:30 - 06.01.2022 03:00","180.86","","","","199.90","","","","EUR","Estimated","16","","Deficit","Final"
"06.01.2022 03:00 - 06.01.2022 03:30","175.11","","","","193.55","","","","EUR","Estimated","344","","Deficit","Final"
"06.01.2022 03:30 - 06.01.2022 04:00","175.20","","","","193.64","","","","EUR","Estimated","107","","Deficit","Final"
"06.01.2022 04:00 - 06.01.2022 04:30","161.60","","","","178.61","","","","EUR","Estimated","50","","Deficit","Final"
"06.01.2022 04:30 - 06.01.2022 05:00","161.60","","","","178.61","","","","EUR","Estimated","118","","Surplus","Final"
"06.01.2022 05:00 - 06.01.2022 05:30","161.29","","","","178.27","","","","EUR","Estimated","340","","Surplus","Final"
"06.01.2022 05:30 - 06.01.2022 06:00","149.96","","","","165.74","","","","EUR","Estimated","74","","Surplus","Final"
"06.01.2022 06:00 - 06.01.2022 06:30","179.58","","","","198.48","","","","EUR","Estimated","146","","Surplus","Final"
"06.01.2022 06:30 - 06.01.2022 07:00","194.01","","","","214.43","","","","EUR","Estimated","101","","Deficit","Final"
"06.01.2022 07:00 - 06.01.2022 07:30","224.24","","","","247.84","","","","EUR","Estimated","31","","Deficit","Final"
"06.01.2022 07:30 - 06.01.2022 08:00","235.10","","","","259.84","","","","EUR","Estimated","901","","Deficit","Final"
"06.01.2022 08:00 - 06.01.2022 08:30","273.70","","","","302.52","","","","EUR","Estimated","512","","Deficit","Final"
"06.01.2022 08:30 - 06.01.2022 09:00","245.76","","","","271.62","","","","EUR","Estimated","644","","Deficit","Final"
"06.01.2022 09:00 - 06.01.2022 09:30","264.58","","","","292.43","","","","EUR","Estimated","634","","Deficit","Final"
"06.01.2022 09:30 - 06.01.2022 10:00","267.79","","","","295.97","","","","EUR","Estimated","235","","Deficit","Final"
"06.01.2022 10:00 - 06.01.2022 10:30","310.73","","","","343.43","","","","EUR","Estimated","238","","Deficit","Final"
"06.01.2022 10:30 - 06.01.2022 11:00","232.98","","","","257.50","","","","EUR","Estimated","68","","Surplus","Final"
"06.01.2022 11:00 - 06.01.2022 11:30","298.68","","","","330.12","","","","EUR","Estimated","29","","Deficit","Final"
"06.01.2022 11:30 - 06.01.2022 12:00","151.34","","","","167.27","","","","EUR","Estimated","194","","Surplus","Final"
"06.01.2022 12:00 - 06.01.2022 12:30","159.37","","","","176.15","","","","EUR","Estimated","625","","Surplus","Final"
"06.01.2022 12:30 - 06.01.2022 13:00","95.24","","","","105.26","","","","EUR","Estimated","661","","Surplus","Final"
"06.01.2022 13:00 - 06.01.2022 13:30","155.39","","","","171.75","","","","EUR","Estimated","682","","Surplus","Final"
"06.01.2022 13:30 - 06.01.2022 14:00","152.05","","","","168.05","","","","EUR","Estimated","1127","","Surplus","Final"
"06.01.2022 14:00 - 06.01.2022 14:30","133.37","","","","147.41","","","","EUR","Estimated","614","","Surplus","Final"
"06.01.2022 14:30 - 06.01.2022 15:00","130.14","","","","143.84","","","","EUR","Estimated","768","","Surplus","Final"
"06.01.2022 15:00 - 06.01.2022 15:30","130.57","","","","144.31","","","","EUR","Estimated","606","","Surplus","Final"
"06.01.2022 15:30 - 06.01.2022 16:00","130.57","","","","144.31","","","","EUR","Estimated","431","","Surplus","Final"
"06.01.2022 16:00 - 06.01.2022 16:30","128.49","","","","142.01","","","","EUR","Estimated","348","","Surplus","Final"
"06.01.2022 16:30 - 06.01.2022 17:00","234.64","","","","259.34","","","","EUR","Estimated","4","","Deficit","Final"
"06.01.2022 17:00 - 06.01.2022 17:30","134.33","","","","148.47","","","","EUR","Estimated","193","","Surplus","Final"
"06.01.2022 17:30 - 06.01.2022 18:00","243.56","","","","269.20","","","","EUR","Estimated","378","","Deficit","Final"
"06.01.2022 18:00 - 06.01.2022 18:30","247.14","","","","273.16","","","","EUR","Estimated","59","","Surplus","Final"
"06.01.2022 18:30 - 06.01.2022 19:00","259.77","","","","287.11","","","","EUR","Estimated","19","","Surplus","Final"
"06.01.2022 19:00 - 06.01.2022 19:30","241.02","","","","266.39","","","","EUR","Estimated","48","","Deficit","Final"
"06.01.2022 19:30 - 06.01.2022 20:00","249.16","","","","275.38","","","","EUR","Estimated","734","","Surplus","Final"
"06.01.2022 20:00 - 06.01.2022 20:30","268.17","","","","296.39","","","","EUR","Estimated","35","","Deficit","Final"
"06.01.2022 20:30 - 06.01.2022 21:00","239.12","","","","264.30","","","","EUR","Estimated","652","","Surplus","Final"
"06.01.2022 21:00 - 06.01.2022 21:30","192.26","","","","212.50","","","","EUR","Estimated","21","","Surplus","Final"
"06.01.2022 21:30 - 06.01.2022 22:00","172.36","","","","190.50","","","","EUR","Estimated","682","","Surplus","Final"
"06.01.2022 22:00 - 06.01.2022 22:30","147.93","","","","163.51","","","","EUR","Estimated","796","","Surplus","Final"
"06.01.2022 22:30 - 06.01.2022 23:00","147.45","","","","162.97","","","","EUR","Estimated","81","","Surplus","Final"
"06.01.2022 23:00 - 06.01.2022 23:30","187.64","","","","207.40","","","","EUR","Estimated","643","","Surplus","Final"
"06.01.2022 23:30 - 07.01.2022 00:00","192.19","","","","212.43","","","","EUR","Estimated","654","","Surplus","Final"
"07.01.2022 00:00 - 07.01.2022 00:30","271.26","","","","299.82","","","","EUR","Estimated","64","","Deficit","Final"
"07.01.2022 00:30 - 07.01.2022 01:00","182.39","","","","201.59","","","","EUR","Estimated","613","","Surplus","Final"
"07.01.2022 01:00 - 07.01.2022 01:30","173.08","","","","191.30","","","","EUR","Estimated","89","","Surplus","Final"
"07.01.2022 01:30 - 07.01.2022 02:00","173.47","","","","191.73","","","","EUR","Estimated","270","","Surplus","Final"
"07.01.2022 02:00 - 07.01.2022 02:30","181.73","","","","200.85","","","","EUR","Estimated","116","","Deficit","Final"
"07.01.2022 02:30 - 07.01.2022 03:00","171.00","","","","189.00","","","","EUR","Estimated","162","","Surplus","Final"
"07.01.2022 03:00 - 07.01.2022 03:30","168.27","","","","185.99","","","","EUR","Estimated","425","","Deficit","Final"
"07.01.2022 03:30 - 07.01.2022 04:00","156.66","","","","173.15","","","","EUR","Estimated","291","","Deficit","Final"
"07.01.2022 04:00 - 07.01.2022 04:30","154.66","","","","170.94","","","","EUR","Estimated","329","","Deficit","Final"
"07.01.2022 04:30 - 07.01.2022 05:00","154.66","","","","170.94","","","","EUR","Estimated","169","","Deficit","Final"
"07.01.2022 05:00 - 07.01.2022 05:30","195.07","","","","215.61","","","","EUR","Estimated","362","","Deficit","Final"
"07.01.2022 05:30 - 07.01.2022 06:00","201.44","","","","222.64","","","","EUR","Estimated","286","","Deficit","Final"
"07.01.2022 06:00 - 07.01.2022 06:30","245.68","","","","271.54","","","","EUR","Estimated","229","","Deficit","Final"
"07.01.2022 06:30 - 07.01.2022 07:00","254.45","","","","281.23","","","","EUR","Estimated","525","","Deficit","Final"
"07.01.2022 07:00 - 07.01.2022 07:30","268.55","","","","296.81","","","","EUR","Estimated","247","","Deficit","Final"
"07.01.2022 07:30 - 07.01.2022 08:00","273.49","","","","302.27","","","","EUR","Estimated","361","","Deficit","Final"
"07.01.2022 08:00 - 07.01.2022 08:30","167.77","","","","185.43","","","","EUR","Estimated","19","","Surplus","Final"
"07.01.2022 08:30 - 07.01.2022 09:00","282.91","","","","312.69","","","","EUR","Estimated","181","","Deficit","Final"
"07.01.2022 09:00 - 07.01.2022 09:30","204.28","","","","225.78","","","","EUR","Estimated","16","","Surplus","Final"
"07.01.2022 09:30 - 07.01.2022 10:00","244.38","","","","270.10","","","","EUR","Estimated","13","","Surplus","Final"
"07.01.2022 10:00 - 07.01.2022 10:30","241.47","","","","266.89","","","","EUR","Estimated","6","","Surplus","Final"
"07.01.2022 10:30 - 07.01.2022 11:00","241.47","","","","266.89","","","","EUR","Estimated","37","","Surplus","Final"
"07.01.2022 11:00 - 07.01.2022 11:30","145.71","","","","161.05","","","","EUR","Estimated","20","","Surplus","Final"
"07.01.2022 11:30 - 07.01.2022 12:00","142.50","","","","157.50","","","","EUR","Estimated","236","","Surplus","Final"
"07.01.2022 12:00 - 07.01.2022 12:30","228.19","","","","252.21","","","","EUR","Estimated","47","","Surplus","Final"
"07.01.2022 12:30 - 07.01.2022 13:00","228.19","","","","252.21","","","","EUR","Estimated","219","","Surplus","Final"
"07.01.2022 13:00 - 07.01.2022 13:30","150.00","","","","165.78","","","","EUR","Estimated","543","","Surplus","Final"
"07.01.2022 13:30 - 07.01.2022 14:00","146.78","","","","162.24","","","","EUR","Estimated","1171","","Surplus","Final"
"07.01.2022 14:00 - 07.01.2022 14:30","140.92","","","","155.76","","","","EUR","Estimated","843","","Surplus","Final"
"07.01.2022 14:30 - 07.01.2022 15:00","139.97","","","","154.71","","","","EUR","Estimated","641","","Surplus","Final"
"07.01.2022 15:00 - 07.01.2022 15:30","238.72","","","","263.84","","","","EUR","Estimated","270","","Deficit","Final"
"07.01.2022 15:30 - 07.01.2022 16:00","232.83","","","","257.33","","","","EUR","Estimated","680","","Deficit","Final"
"07.01.2022 16:00 - 07.01.2022 16:30","238.36","","","","263.45","","","","EUR","Estimated","537","","Deficit","Final"
"07.01.2022 16:30 - 07.01.2022 17:00","228.88","","","","252.98","","","","EUR","Estimated","645","","Deficit","Final"
"07.01.2022 17:00 - 07.01.2022 17:30","182.70","","","","201.94","","","","EUR","Estimated","471","","Surplus","Final"
"07.01.2022 17:30 - 07.01.2022 18:00","242.98","","","","268.56","","","","EUR","Estimated","183","","Deficit","Final"
"07.01.2022 18:00 - 07.01.2022 18:30","276.03","","","","305.09","","","","EUR","Estimated","8","","Deficit","Final"
"07.01.2022 18:30 - 07.01.2022 19:00","274.64","","","","303.54","","","","EUR","Estimated","312","","Deficit","Final"
"07.01.2022 19:00 - 07.01.2022 19:30","269.51","","","","297.87","","","","EUR","Estimated","615","","Deficit","Final"
"07.01.2022 19:30 - 07.01.2022 20:00","287.51","","","","317.77","","","","EUR","Estimated","290","","Deficit","Final"
"07.01.2022 20:00 - 07.01.2022 20:30","268.81","","","","297.11","","","","EUR","Estimated","366","","Deficit","Final"
"07.01.2022 20:30 - 07.01.2022 21:00","227.14","","","","251.04","","","","EUR","Estimated","188","","Surplus","Final"
"07.01.2022 21:00 - 07.01.2022 21:30","216.32","","","","239.09","","","","EUR","Estimated","288","","Deficit","Final"
"07.01.2022 21:30 - 07.01.2022 22:00","224.59","","","","248.23","","","","EUR","Estimated","449","","Surplus","Final"
"07.01.2022 22:00 - 07.01.2022 22:30","224.40","","","","248.02","","","","EUR","Estimated","490","","Surplus","Final"
"07.01.2022 22:30 - 07.01.2022 23:00","207.59","","","","229.45","","","","EUR","Estimated","273","","Surplus","Final"
"07.01.2022 23:00 - 07.01.2022 23:30","159.94","","","","176.78","","","","EUR","Estimated","745","","Surplus","Final"
"07.01.2022 23:30 - 08.01.2022 00:00","138.64","","","","153.24","","","","EUR","Estimated","850","","Surplus","Final"
"08.01.2022 00:00 - 08.01.2022 00:30","257.11","","","","284.17","","","","EUR","Estimated","487","","Deficit","Final"
"08.01.2022 00:30 - 08.01.2022 01:00","200.43","","","","221.53","","","","EUR","Estimated","487","","Surplus","Final"
"08.01.2022 01:00 - 08.01.2022 01:30","169.45","","","","187.29","","","","EUR","Estimated","229","","Surplus","Final"
"08.01.2022 01:30 - 08.01.2022 02:00","154.65","","","","170.93","","","","EUR","Estimated","129","","Deficit","Final"
"08.01.2022 02:00 - 08.01.2022 02:30","157.70","","","","174.30","","","","EUR","Estimated","490","","Deficit","Final"
"08.01.2022 02:30 - 08.01.2022 03:00","183.95","","","","203.31","","","","EUR","Estimated","438","","Deficit","Final"
"08.01.2022 03:00 - 08.01.2022 03:30","168.36","","","","186.08","","","","EUR","Estimated","586","","Deficit","Final"
"08.01.2022 03:30 - 08.01.2022 04:00","174.59","","","","192.97","","","","EUR","Estimated","634","","Deficit","Final"
"08.01.2022 04:00 - 08.01.2022 04:30","210.81","","","","233.00","","","","EUR","Estimated","732","","Deficit","Final"
"08.01.2022 04:30 - 08.01.2022 05:00","219.69","","","","242.81","","","","EUR","Estimated","780","","Deficit","Final"
"08.01.2022 05:00 - 08.01.2022 05:30","223.90","","","","247.46","","","","EUR","Estimated","863","","Deficit","Final"
"08.01.2022 05:30 - 08.01.2022 06:00","225.04","","","","248.72","","","","EUR","Estimated","499","","Deficit","Final"
"08.01.2022 06:00 - 08.01.2022 06:30","145.55","","","","160.87","","","","EUR","Estimated","194","","Surplus","Final"
"08.01.2022 06:30 - 08.01.2022 07:00","143.34","","","","158.42","","","","EUR","Estimated","312","","Surplus","Final"
"08.01.2022 07:00 - 08.01.2022 07:30","163.82","","","","181.06","","","","EUR","Estimated","1223","","Surplus","Final"
"08.01.2022 07:30 - 08.01.2022 08:00","170.87","","","","188.85","","","","EUR","Estimated","690","","Surplus","Final"
"08.01.2022 08:00 - 08.01.2022 08:30","160.07","","","","176.91","","","","EUR","Estimated","1052","","Surplus","Final"
"08.01.2022 08:30 - 08.01.2022 09:00","159.75","","","","176.57","","","","EUR","Estimated","1036","","Surplus","Final"
"08.01.2022 09:00 - 08.01.2022 09:30","145.99","","","","161.35","","","","EUR","Estimated","1583","","Surplus","Final"
"08.01.2022 09:30 - 08.01.2022 10:00","145.90","","","","161.26","","","","EUR","Estimated","1618","","Surplus","Final"
"08.01.2022 10:00 - 08.01.2022 10:30","164.60","","","","181.92","","","","EUR","Estimated","1228","","Surplus","Final"
"08.01.2022 10:30 - 08.01.2022 11:00","161.53","","","","178.53","","","","EUR","Estimated","1036","","Surplus","Final"
"08.01.2022 11:00 - 08.01.2022 11:30","156.09","","","","172.53","","","","EUR","Estimated","865","","Surplus","Final"
"08.01.2022 11:30 - 08.01.2022 12:00","159.71","","","","176.53","","","","EUR","Estimated","1043","","Surplus","Final"
"08.01.2022 12:00 - 08.01.2022 12:30","137.28","","","","151.73","","","","EUR","Estimated","79","","Surplus","Final"
"08.01.2022 12:30 - 08.01.2022 13:00","260.93","","","","288.39","","","","EUR","Estimated","75","","Deficit","Final"
"08.01.2022 13:00 - 08.01.2022 13:30","251.16","","","","277.60","","","","EUR","Estimated","334","","Deficit","Final"
"08.01.2022 13:30 - 08.01.2022 14:00","175.75","","","","194.25","","","","EUR","Estimated","343","","Surplus","Final"
"08.01.2022 14:00 - 08.01.2022 14:30","161.04","","","","178.00","","","","EUR","Estimated","413","","Deficit","Final"
"08.01.2022 14:30 - 08.01.2022 15:00","73.86","","","","81.64","","","","EUR","Estimated","25","","Surplus","Final"
"08.01.2022 15:00 - 08.01.2022 15:30","104.23","","","","115.21","","","","EUR","Estimated","186","","Surplus","Final"
"08.01.2022 15:30 - 08.01.2022 16:00","113.30","","","","125.22","","","","EUR","Estimated","260","","Surplus","Final"
"08.01.2022 16:00 - 08.01.2022 16:30","118.22","","","","130.66","","","","EUR","Estimated","192","","Surplus","Final"
"08.01.2022 16:30 - 08.01.2022 17:00","119.21","","","","131.75","","","","EUR","Estimated","632","","Surplus","Final"
"08.01.2022 17:00 - 08.01.2022 17:30","164.70","","","","182.04","","","","EUR","Estimated","994","","Surplus","Final"
"08.01.2022 17:30 - 08.01.2022 18:00","167.93","","","","185.61","","","","EUR","Estimated","213","","Surplus","Final"
"08.01.2022 18:00 - 08.01.2022 18:30","169.47","","","","187.31","","","","EUR","Estimated","279","","Surplus","Final"
"08.01.2022 18:30 - 08.01.2022 19:00","166.21","","","","183.71","","","","EUR","Estimated","128","","Surplus","Final"
"08.01.2022 19:00 - 08.01.2022 19:30","175.94","","","","194.46","","","","EUR","Estimated","263","","Deficit","Final"
"08.01.2022 19:30 - 08.01.2022 20:00","214.42","","","","236.99","","","","EUR","Estimated","132","","Deficit","Final"
"08.01.2022 20:00 - 08.01.2022 20:30","200.10","","","","221.16","","","","EUR","Estimated","305","","Deficit","Final"
